month,symbol,signal,vol,carry,rank,weight
2016-06,HE,-0.0038609,0.18567768,-0.06674474,4.0,-0.0703125
2016-07,HE,-0.07514476,0.17773423,0.90071565,1.0,-0.1171875
2016-08,HE,-0.084798,0.20918763,0.5300993,1.0,-0.1171875
2016-09,HE,-0.0947972,0.22239607,0.6509179,1.0,-0.1171875
2016-10,HE,0.02038895,0.37196474,-0.76780765,10.0,0.0234375
2016-11,HE,-0.01482283,0.52887613,-0.46598855,3.0,-0.0859375
2016-12,HE,0.17194723,0.54951194,-0.16898791,16.0,0.1171875
2017-01,HE,0.17203662,0.6155836,-0.01490617,16.0,0.1171875
2017-02,HE,0.21706169,0.55099486,-1.31170342,16.0,0.1171875
2017-03,HE,0.27683378,0.55012885,-0.90043987,16.0,0.1171875
2017-04,HE,0.19043824,0.30257838,-1.1040033,15.0,0.1015625
2017-05,HE,0.24541893,0.28066727,-0.14762268,16.0,0.1171875
2017-06,HE,0.35121774,0.30154669,1.0291433,16.0,0.1171875
2017-07,HE,0.41614797,0.24864481,1.19154389,16.0,0.1171875
2017-08,HE,0.40508154,0.249535,0.33306018,16.0,0.1171875
2017-09,HE,0.24943659,0.30115192,-0.4649944,16.0,0.1171875
2017-10,HE,0.21283798,0.34037155,-0.41798583,16.0,0.1171875
2017-11,HE,0.15045188,0.40410561,-0.4836913,16.0,0.1171875
2017-12,HE,0.15089918,0.3991518,-0.33112566,16.0,0.1171875
2018-01,HE,0.19073009,0.3710285,0.0844141,16.0,0.1171875
2018-02,HE,0.16174803,0.37137695,-1.26983115,16.0,0.1171875
2018-03,HE,0.07187022,0.34742758,-1.99713063,14.0,0.0859375
2018-04,HE,0.07702152,0.39840822,-1.0857526,13.0,0.0703125
2018-05,HE,0.01500359,0.27302633,-0.2103184,9.0,0.0078125
2018-06,HE,0.0066126,0.28300068,1.01635871,6.0,-0.0390625
2018-07,HE,-0.0893518,0.29684684,1.15457421,1.0,-0.1171875
2018-08,HE,-0.30768786,0.3163372,-0.33234076,1.0,-0.1171875
2018-09,HE,-0.04409311,0.3332764,0.41049415,1.0,-0.1171875
2018-10,HE,0.05599793,0.48921951,-0.65511195,15.0,0.1015625
2018-11,HE,0.02377179,0.51890017,-0.91066576,10.0,0.0234375
2018-12,HE,-0.05947194,0.52115826,-0.61097644,1.0,-0.1171875
2019-01,HE,-0.09839177,0.53962375,-0.43754071,1.0,-0.1171875
2019-02,HE,-0.15158955,0.50719637,-1.84887122,1.0,-0.1171875
2019-03,HE,0.02233095,0.46882697,-0.56830322,10.0,0.0234375
2019-04,HE,0.07065175,0.59544562,-0.53619294,14.0,0.0859375
2019-05,HE,0.04425245,0.56048588,-0.59046633,14.0,0.0859375
2019-06,HE,-0.0691914,0.58963641,-0.64137043,1.0,-0.1171875
2019-07,HE,-0.06275698,0.62208398,0.66387756,1.0,-0.1171875
2019-08,HE,0.22670743,0.61587141,0.01439126,16.0,0.1171875
2019-09,HE,-0.00746265,0.60637374,-0.63114244,3.0,-0.0859375
2019-10,HE,-0.18165724,0.26349492,-0.61018127,1.0,-0.1171875
2019-11,HE,-0.12757134,0.27690102,-0.54810922,1.0,-0.1171875
2019-12,HE,-0.11474746,0.26150761,-0.52152238,1.0,-0.1171875
2020-01,HE,-0.13013455,0.19417718,-0.45159283,1.0,-0.1171875
2020-02,HE,-0.14188653,0.32992515,-1.29611729,1.0,-0.1171875
2020-03,HE,-0.16590757,0.32162513,-0.18561765,1.0,-0.1171875
2020-04,HE,0.1528638,0.2936175,0.03733384,16.0,0.1171875
2020-05,HE,0.36887051,0.67353978,-0.03401859,16.0,0.1171875
2020-06,HE,0.32646846,0.7082593,-0.99575107,16.0,0.1171875
2020-07,HE,0.37123304,0.82644827,0.27991909,16.0,0.1171875
2020-08,HE,0.30292358,0.77567735,-0.16798066,16.0,0.1171875
2020-09,HE,0.58001553,0.7711982,0.85621298,16.0,0.1171875
2020-10,HE,0.59596252,0.80137045,0.00232126,16.0,0.1171875
2020-11,HE,0.57018478,0.69086868,-0.08942504,16.0,0.1171875
2020-12,HE,0.60958634,0.67034215,-0.16327977,16.0,0.1171875
2021-01,HE,0.53200809,0.40438554,-0.55150155,16.0,0.1171875
2021-02,HE,0.54699066,0.41248135,-0.24686008,16.0,0.1171875
2021-03,HE,0.47397633,0.40904028,-0.05596329,16.0,0.1171875
2021-04,HE,0.16460217,0.19695931,0.04287385,15.0,0.1015625
2021-05,HE,0.01025466,0.19830508,-0.209158,4.0,-0.0703125
2021-06,HE,0.1797992,0.19508248,0.50511595,16.0,0.1171875
2021-07,HE,0.21177022,0.252282,1.10578403,16.0,0.1171875
2021-08,HE,0.28542432,0.22993299,0.48067705,16.0,0.1171875
2021-09,HE,0.10418269,0.23410359,0.41964932,16.0,0.1171875
2021-10,HE,0.15457598,0.18138921,-0.19797579,16.0,0.1171875
2021-11,HE,0.11712218,0.20724959,-0.5074077,16.0,0.1171875
2021-12,HE,0.06851038,0.17247224,-0.38658288,14.0,0.0859375
2022-01,HE,0.11835746,0.15604302,-0.48595752,16.0,0.1171875
2022-02,HE,0.10330815,0.18475217,-0.49514815,15.0,0.1015625
2022-03,HE,0.01752042,0.18075279,-1.38473312,13.0,0.0703125
2022-04,HE,0.01527462,0.17785381,-0.60312659,13.0,0.0703125
2022-05,HE,0.11025787,0.24331925,-0.00272769,14.0,0.0859375
2022-06,HE,0.09299661,0.24593601,0.86800735,14.0,0.0859375
2022-07,HE,0.05147478,0.24600666,1.25150832,11.0,0.0390625
2022-08,HE,-0.0379557,0.30632327,0.52263421,2.0,-0.1015625
2022-09,HE,0.04242369,0.33069356,0.94289453,9.0,0.0078125
2022-10,HE,-0.05999597,0.33156813,-0.23958578,1.0,-0.1171875
2022-11,HE,0.00407261,0.27331795,-0.17158141,4.0,-0.0703125
2022-12,HE,0.03974897,0.28231891,-0.48959943,9.0,0.0078125
2023-01,HE,-0.00454774,0.28974526,-0.84512328,4.0,-0.0703125
2023-02,HE,0.04116295,0.30794133,-1.50239173,9.0,0.0078125
2023-03,HE,0.09721321,0.29320364,-1.71541602,10.0,0.0234375
2023-04,HE,0.0418781,0.33456972,-1.55928925,10.0,0.0234375
2023-05,HE,0.00891731,0.28283809,-0.10007466,4.0,-0.0703125
2023-06,HE,-0.07602369,0.28033048,0.42273193,1.0,-0.1171875
2023-07,HE,-0.03360132,0.31067838,1.16420275,2.0,-0.1015625
2023-08,HE,0.08195558,0.34668375,0.61831406,14.0,0.0859375
2023-09,HE,0.01779885,0.34922845,0.65384044,8.0,-0.0078125
2023-10,HE,0.12571836,0.28104519,-0.25320482,15.0,0.1015625
2023-11,HE,0.1186481,0.26560179,-0.22685225,15.0,0.1015625
2023-12,HE,0.15992421,0.2521313,-0.60673139,16.0,0.1171875
2024-01,HE,0.21135707,0.28128176,-0.66288013,16.0,0.1171875
2024-02,HE,0.22868843,0.25038282,-0.52783756,16.0,0.1171875
2024-03,HE,0.22389346,0.24837231,-0.74899292,16.0,0.1171875
2024-04,HE,0.28530244,0.24146332,-0.99830615,16.0,0.1171875
2024-05,HE,0.25111143,0.23321269,-0.34153864,16.0,0.1171875
2024-06,HE,0.27079959,0.24255668,0.01019824,16.0,0.1171875
2024-07,HE,0.16427516,0.26048795,1.16776555,16.0,0.1171875
2024-08,HE,0.07131613,0.17904217,0.74320402,14.0,0.0859375
2024-09,HE,0.05874264,0.201193,0.70337351,12.0,0.0546875
2024-10,HE,0.01166931,0.20121918,-0.09605742,5.0,-0.0546875
2024-11,HE,-0.02672131,0.27142508,-0.29269732,4.0,-0.0703125
2024-12,HE,-0.05216746,0.25537698,-0.38917743,2.0,-0.1015625
2025-01,HE,-0.05117928,0.20933684,-0.43825699,1.0,-0.1171875
2025-02,HE,-0.04308603,0.20696079,-0.53376461,1.0,-0.1171875
2025-03,HE,0.01246565,0.22641852,-0.09332196,5.0,-0.0546875
2025-04,HE,-0.00172783,0.23104828,-0.81324914,3.0,-0.0859375
2025-05,HE,-0.04051967,0.13448117,-0.39849502,1.0,-0.1171875
2025-06,HE,-0.00652707,0.13052724,0.29096054,3.0,-0.0859375
2025-07,HE,0.0507481,0.11877227,1.07132084,13.0,0.0703125
2025-08,HE,0.09719378,0.11384617,0.5178176,15.0,0.1015625
2025-09,HE,0.1382194,0.10891652,0.73128845,16.0,0.1171875
2025-10,HE,0.16403782,0.10999193,-0.08848797,16.0,0.1171875
2025-11,HE,0.20826747,0.15810514,-0.02870114,16.0,0.1171875
2025-12,HE,0.18390818,0.15953221,-0.32855079,16.0,0.1171875
2026-01,HE,0.16003003,0.16621617,-0.51899649,16.0,0.1171875
2026-02,HE,0.16327326,0.16169313,-0.56601039,16.0,0.1171875
2026-03,HE,0.10675592,0.14028675,-0.82220627,16.0,0.1171875
2026-04,HE,0.13478416,0.1611201,-1.13654124,16.0,0.1171875
2026-05,HE,0.15498168,0.13616871,-0.41365309,16.0,0.1171875
2026-06,HE,0.08779587,0.16911026,-0.49016489,14.0,0.0859375
2026-07,HE,0.06563684,0.15941603,0.91443366,14.0,0.0859375
2011-05,HO,-0.00093357,0.05564642,-0.04429568,2.0,-0.10714286
2011-06,HO,0.00294634,0.1958449,-0.06238377,5.0,-0.05357143
2011-07,HO,0.00626514,0.19687494,-0.03274402,8.0,0.0
2011-08,HO,0.0011394,0.19882312,-0.02971495,3.0,-0.08928571
2011-09,HO,-0.00024609,0.18111414,-0.03548435,3.0,-0.08928571
2011-10,HO,-0.00391045,0.20071905,0.02111744,2.0,-0.10714286
2011-11,HO,-0.0110158,0.26313519,-0.03135195,1.0,-0.125
2011-12,HO,-0.00939104,0.22976954,-0.01016739,1.0,-0.125
2012-01,HO,-0.00880243,0.23229799,0.09115017,1.0,-0.125
2012-02,HO,-0.00817959,0.2130793,0.01398144,1.0,-0.125
2012-03,HO,-0.01293161,0.22857493,-0.0405855,1.0,-0.125
2012-04,HO,-0.01077509,0.19522762,-0.00702833,1.0,-0.125
2012-05,HO,-0.0125398,0.11928446,-0.04557788,2.0,-0.10714286
2012-06,HO,-0.00696529,0.23523731,0.0210414,1.0,-0.125
2012-07,HO,-0.00961582,0.23835049,-0.03222472,2.0,-0.10714286
2012-08,HO,-0.01137662,0.28116442,0.00656458,1.0,-0.125
2012-09,HO,-0.00975208,0.3097129,0.05514171,1.0,-0.125
2012-10,HO,-0.00907717,0.30802393,0.02343447,1.0,-0.125
2012-11,HO,-0.00892283,0.30880617,-0.02230615,1.0,-0.125
2012-12,HO,-0.00433673,0.20349332,0.05157376,2.0,-0.10714286
2013-01,HO,-0.00599946,0.17114616,0.04634574,2.0,-0.10714286
2013-02,HO,-0.00104325,0.14837683,0.05101583,1.0,-0.125
2013-03,HO,-0.01410403,0.10456171,0.05426049,1.0,-0.125
2013-04,HO,-0.00799074,0.10485128,0.13982715,3.0,-0.08928571
2013-05,HO,-0.00826846,0.1231455,-0.04634813,2.0,-0.10714286
2013-06,HO,-0.00969301,0.13146817,-0.01740858,2.0,-0.10714286
2013-07,HO,-0.01159812,0.15120984,-0.04751732,2.0,-0.10714286
2013-08,HO,-0.01210333,0.17644859,0.00751515,2.0,-0.10714286
2013-09,HO,-0.01446705,0.14529849,-0.00198271,2.0,-0.10714286
2013-10,HO,-0.0078325,0.17451306,0.05912776,4.0,-0.07142857
2013-11,HO,0.00061365,0.13749762,0.01461924,5.0,-0.05357143
2013-12,HO,-0.00260231,0.14850918,0.04603649,4.0,-0.07142857
2014-01,HO,0.05377655,0.14682886,0.79196703,10.0,0.03571429
2014-02,HO,0.05650573,0.15616049,0.10909576,9.0,0.01785714
2014-03,HO,0.06511326,0.15590007,0.00913883,10.0,0.03571429
2014-04,HO,0.0576742,0.1285688,0.02824153,11.0,0.05357143
2014-05,HO,0.05726984,0.125356,-0.0036322,12.0,0.07142857
2014-06,HO,0.05400974,0.11712454,-0.0178336,13.0,0.08928571
2014-07,HO,0.05925182,0.11809277,-0.01439035,13.0,0.08928571
2014-08,HO,0.06198742,0.094173,-0.02591071,12.0,0.07142857
2014-09,HO,0.06381778,0.08571806,-0.01467862,9.0,0.01785714
2014-10,HO,0.06504247,0.13492135,0.01819591,10.0,0.03571429
2014-11,HO,0.08943802,0.13844504,0.08276179,11.0,0.0390625
2014-12,HO,0.09356784,0.13482484,0.17850686,11.0,0.0390625
2015-01,HO,0.03881213,0.16637825,0.15663173,9.0,0.0078125
2015-02,HO,0.14572806,0.16766373,1.37562219,14.0,0.0859375
2015-03,HO,0.14005946,0.46033671,0.02182089,13.0,0.0703125
2015-04,HO,0.14347979,0.46256047,-0.02673792,13.0,0.0703125
2015-05,HO,0.14645013,0.51028181,-0.04323956,13.0,0.0703125
2015-06,HO,0.14565666,0.51275783,-0.04482143,13.0,0.0703125
2015-07,HO,0.14497759,0.46985175,-0.12465773,13.0,0.0703125
2015-08,HO,0.13704791,0.49287803,-0.19914513,13.0,0.0703125
2015-09,HO,0.13141725,0.33685176,-0.19799781,14.0,0.0859375
2015-10,HO,0.12472232,0.3241317,-0.20484703,15.0,0.1015625
2015-11,HO,0.09615091,0.21423969,-0.20270866,14.0,0.0859375
2015-12,HO,0.07703803,0.23549645,-0.27708852,14.0,0.0859375
2016-01,HO,0.08428097,0.33847483,-0.15667523,13.0,0.0703125
2016-02,HO,-0.02526064,0.32509072,-0.21033632,3.0,-0.0859375
2016-03,HO,0.00617798,0.29245867,-0.00743904,6.0,-0.0390625
2016-04,HO,0.01616191,0.37175448,-0.06814876,11.0,0.0390625
2016-05,HO,0.02097377,0.54359268,0.00325252,12.0,0.0546875
2016-06,HO,0.02395392,0.53074192,-0.03388669,13.0,0.0703125
2016-07,HO,0.01212264,0.35541962,-0.21544382,10.0,0.0234375
2016-08,HO,0.02643317,0.44522227,-0.13308959,13.0,0.0703125
2016-09,HO,0.03817649,0.44710443,-0.07634484,13.0,0.0703125
2016-10,HO,0.0409479,0.44895528,-0.06819382,13.0,0.0703125
2016-11,HO,0.0411727,0.34819745,-0.12504276,14.0,0.0859375
2016-12,HO,0.0508952,0.32806707,-0.10868395,13.0,0.0703125
2017-01,HO,0.03979293,0.33496077,-0.05587263,13.0,0.0703125
2017-02,HO,0.03999595,0.2036703,-0.06019779,13.0,0.0703125
2017-03,HO,0.02770397,0.17589711,-0.01924051,12.0,0.0546875
2017-04,HO,0.01609247,0.10716219,-0.0593234,8.0,-0.0078125
2017-05,HO,0.01350018,0.10965419,-0.02087235,6.0,-0.0390625
2017-06,HO,0.01340402,0.1102994,-0.03660984,5.0,-0.0546875
2017-07,HO,0.01834524,0.08101101,-0.11003906,12.0,0.0546875
2017-08,HO,0.02091832,0.17135343,0.11229389,12.0,0.0546875
2017-09,HO,0.00856038,0.1994732,0.04807505,7.0,-0.0234375
2017-10,HO,0.00895721,0.1862077,0.02586986,8.0,-0.0078125
2017-11,HO,0.00971667,0.16265441,-0.01113456,8.0,-0.0078125
2017-12,HO,0.013299,0.15347926,0.13082028,9.0,0.0078125
2018-01,HO,0.00610202,0.06675778,0.07406893,8.0,-0.0078125
2018-02,HO,-0.0016496,0.08632943,-0.00992109,6.0,-0.0390625
2018-03,HO,-0.00538443,0.15040475,0.01130105,2.0,-0.1015625
2018-04,HO,0.00039552,0.15424837,0.09880701,5.0,-0.0546875
2018-05,HO,-0.0107806,0.15752653,-0.07563795,2.0,-0.1015625
2018-06,HO,-0.01213377,0.15903131,-0.00419134,2.0,-0.1015625
2018-07,HO,-0.00671896,0.15611425,-0.03035741,3.0,-0.0859375
2018-08,HO,-0.01739349,0.16075306,-0.03534429,2.0,-0.1015625
2018-09,HO,-0.01240044,0.12180119,-0.01380815,2.0,-0.1015625
2018-10,HO,-0.00761457,0.11776219,0.05611106,1.0,-0.1171875
2018-11,HO,-0.00710815,0.16093246,0.02687239,1.0,-0.1171875
2018-12,HO,-0.01003901,0.29938847,0.06683889,3.0,-0.0859375
2019-01,HO,-0.00532478,0.32536008,0.05221624,3.0,-0.0859375
2019-02,HO,-0.00099734,0.40510471,-0.00311468,4.0,-0.0703125
2019-03,HO,-0.00442504,0.40765063,-0.01966845,3.0,-0.0859375
2019-04,HO,-0.00851097,0.39851528,0.01869705,2.0,-0.1015625
2019-05,HO,-0.00136593,0.41004205,-0.03327085,2.0,-0.1015625
2019-06,HO,-0.00477627,0.33712948,-0.04442543,5.0,-0.0546875
2019-07,HO,-0.00951881,0.25963318,-0.09738315,4.0,-0.0703125
2019-08,HO,-0.0096092,0.21241697,-0.03786481,3.0,-0.0859375
2019-09,HO,-0.00352265,0.1875652,0.05205171,4.0,-0.0703125
2019-10,HO,-0.01369295,0.19680058,0.01476297,4.0,-0.0703125
2019-11,HO,-0.01748289,0.18738212,0.00703884,4.0,-0.0703125
2019-12,HO,-0.01876855,0.10074989,-0.01846207,3.0,-0.0859375
2020-01,HO,-0.01747552,0.12061164,-0.02081124,2.0,-0.1015625
2020-02,HO,-0.01029519,0.3563365,0.015235,3.0,-0.0859375
2020-03,HO,-0.00176885,0.3671741,0.12818454,4.0,-0.0703125
2020-04,HO,-0.09557673,0.62223551,-0.7540376,1.0,-0.1171875
2020-05,HO,-0.08742013,0.64785129,-0.35770097,1.0,-0.1171875
2020-06,HO,-0.06451529,0.71714395,-0.12170096,1.0,-0.1171875
2020-07,HO,-0.05665918,0.74615916,-0.08138423,1.0,-0.1171875
2020-08,HO,-0.062475,0.75390999,-0.21390291,1.0,-0.1171875
2020-09,HO,-0.05733465,0.75817088,-0.07206671,1.0,-0.1171875
2020-10,HO,-0.0406208,0.52143809,0.01624915,1.0,-0.1171875
2020-11,HO,-0.03120374,0.27341319,-0.0374933,1.0,-0.1171875
2020-12,HO,-0.02297348,0.3836507,-0.01187631,1.0,-0.1171875
2021-01,HO,-0.01800403,0.37562084,0.03350335,1.0,-0.1171875
2021-02,HO,-0.01892899,0.37853279,0.05062076,1.0,-0.1171875
2021-03,HO,-0.02871177,0.39202231,0.01031459,3.0,-0.0859375
2021-04,HO,0.06275294,0.35406961,-0.01356415,10.0,0.0234375
2021-05,HO,0.0566055,0.29746015,-0.0059715,13.0,0.0703125
2021-06,HO,0.0363235,0.22627851,0.002288,11.0,0.0390625
2021-07,HO,0.03200786,0.22647785,-0.00415813,12.0,0.0546875
2021-08,HO,0.03822152,0.2370009,0.00457148,12.0,0.0546875
2021-09,HO,0.02628576,0.15317267,0.01722296,11.0,0.0390625
2021-10,HO,0.02333151,0.15532607,0.14469463,12.0,0.0546875
2021-11,HO,0.01337544,0.15112633,0.02137098,8.0,-0.0078125
2021-12,HO,0.00731944,0.30107742,0.04730452,8.0,-0.0078125
2022-01,HO,0.02516725,0.35904109,0.38460416,12.0,0.0546875
2022-02,HO,0.00913322,0.41301616,0.34546418,10.0,0.0234375
2022-03,HO,0.07700494,0.39266555,1.18067457,14.0,0.0859375
2022-04,HO,0.26377208,0.46263325,0.94654797,16.0,0.1171875
2022-05,HO,0.21807442,0.64344193,0.47304882,16.0,0.1171875
2022-06,HO,0.2076117,0.48422977,0.2206559,15.0,0.1015625
2022-07,HO,0.20799596,0.5854871,0.21985166,15.0,0.1015625
2022-08,HO,0.20588346,0.64457446,0.15831615,15.0,0.1015625
2022-09,HO,0.22462195,0.6407221,0.35115903,15.0,0.1015625
2022-10,HO,0.31677469,0.62384515,1.60231892,16.0,0.1171875
2022-11,HO,0.29407215,0.43647409,0.25309872,16.0,0.1171875
2022-12,HO,0.28906494,0.47211837,0.1725255,16.0,0.1171875
2023-01,HO,0.25734178,0.45920407,0.4498453,16.0,0.1171875
2023-02,HO,0.24232413,0.43704839,0.06407855,15.0,0.1015625
2023-03,HO,0.17932893,0.46962605,0.30126606,16.0,0.1171875
2023-04,HO,-0.02446055,0.48545953,0.00799537,2.0,-0.1015625
2023-05,HO,0.02418457,0.1859566,0.04696714,6.0,-0.0390625
2023-06,HO,0.03597662,0.18261842,0.04104299,8.0,-0.0078125
2023-07,HO,0.03691796,0.23139235,0.02129182,10.0,0.0234375
2023-08,HO,0.03644628,0.46684983,0.11878772,8.0,-0.0078125
2023-09,HO,0.01137895,0.44349959,0.504829,7.0,-0.0234375
2023-10,HO,-0.10719829,0.41463422,0.33426095,1.0,-0.1171875
2023-11,HO,-0.07629644,0.39323078,0.17498214,1.0,-0.1171875
2023-12,HO,-0.07823767,0.37954814,0.14848563,1.0,-0.1171875
2024-01,HO,-0.06834004,0.4139336,0.29695475,1.0,-0.1171875
2024-02,HO,-0.05064602,0.27984763,0.27108406,2.0,-0.1015625
2024-03,HO,-0.07435386,0.27893156,-0.01659876,1.0,-0.1171875
2024-04,HO,-0.06442718,0.24518431,-0.06637909,2.0,-0.1015625
2024-05,HO,-0.0729967,0.21747228,-0.12219767,3.0,-0.0859375
2024-06,HO,-0.06995399,0.21861534,-0.06627285,3.0,-0.0859375
2024-07,HO,-0.07599378,0.2530376,-0.11438133,2.0,-0.1015625
2024-08,HO,-0.07980147,0.22105031,-0.14662008,2.0,-0.1015625
2024-09,HO,-0.0758546,0.22279464,-0.12425062,1.0,-0.1171875
2024-10,HO,-0.06008142,0.22354081,-0.08596027,1.0,-0.1171875
2024-11,HO,-0.06387349,0.22778733,-0.04033059,1.0,-0.1171875
2024-12,HO,-0.05681439,0.22493815,0.11243673,1.0,-0.1171875
2025-01,HO,-0.03307633,0.16925012,0.4002526,3.0,-0.0859375
2025-02,HO,-0.02877417,0.1668328,0.2374414,4.0,-0.0703125
2025-03,HO,-0.01239466,0.14858947,0.18342098,3.0,-0.0859375
2025-04,HO,0.00074233,0.12737761,0.21043362,4.0,-0.0703125
2025-05,HO,0.00436762,0.23222226,0.0488659,5.0,-0.0546875
2025-06,HO,0.02519591,0.23278042,0.3543535,9.0,0.0078125
2025-07,HO,0.01591445,0.31691329,0.01891037,8.0,-0.0078125
2025-08,HO,0.01891708,0.30828218,0.04282388,9.0,0.0078125
2025-09,HO,0.02209181,0.30113159,0.04250787,9.0,0.0078125
2025-10,HO,0.03523279,0.30130283,0.27219745,8.0,-0.0078125
2025-11,HO,0.033575,0.19401129,0.16607789,8.0,-0.0078125
2025-12,HO,0.01592195,0.22596273,0.10431908,7.0,-0.0234375
2026-01,HO,0.02630383,0.16856655,0.59747248,7.0,-0.0234375
2026-02,HO,0.02130178,0.32453079,0.38522202,6.0,-0.0390625
2026-03,HO,0.01886855,0.32119669,1.15688008,5.0,-0.0546875
2026-04,HO,-0.06916892,0.61382964,0.17622289,1.0,-0.1171875
2026-05,HO,-0.09258557,0.62762288,0.18171599,1.0,-0.1171875
2026-06,HO,-0.10763669,0.65651098,0.31572919,1.0,-0.1171875
2026-07,HO,-0.09361314,0.64704593,0.40295905,1.0,-0.1171875
2014-11,KE,0.01567853,0.22904535,-0.01885862,7.0,-0.0234375
2014-12,KE,0.00938338,0.26330962,-0.04682957,5.0,-0.0546875
2015-01,KE,0.00148214,0.26468244,-0.02719824,4.0,-0.0703125
2015-02,KE,-0.00031527,0.30235858,-0.05485262,3.0,-0.0859375
2015-03,KE,0.03118893,0.30046658,-0.04798721,8.0,-0.0078125
2015-04,KE,0.02326815,0.28025753,-0.10592628,8.0,-0.0078125
2015-05,KE,0.02415915,0.30197475,-0.10535832,7.0,-0.0234375
2015-06,KE,-0.01140314,0.25667376,-0.16644097,1.0,-0.1171875
2015-07,KE,0.00197857,0.40775307,-0.15789199,2.0,-0.1015625
2015-08,KE,-0.00408822,0.45559142,-0.20252256,1.0,-0.1171875
2015-09,KE,-0.02043331,0.45770513,-0.11434796,2.0,-0.1015625
2015-10,KE,-0.02222026,0.45020614,-0.12997044,2.0,-0.1015625
2015-11,KE,-0.02782689,0.41982783,-0.1359987,1.0,-0.1171875
2015-12,KE,-0.0206321,0.42583171,-0.13174835,1.0,-0.1171875
2016-01,KE,-0.02380568,0.25678502,-0.13078182,1.0,-0.1171875
2016-02,KE,-0.02533037,0.1166267,-0.16863959,2.0,-0.1015625
2016-03,KE,-0.03487139,0.11615602,-0.13149705,2.0,-0.1015625
2016-04,KE,-0.03095517,0.15147842,-0.16543065,3.0,-0.0859375
2016-05,KE,-0.03054579,0.15124099,-0.21342318,3.0,-0.0859375
2016-06,KE,-0.02810527,0.14713202,-0.26012839,3.0,-0.0859375
2016-07,KE,-0.01744964,0.18569161,-0.24923306,5.0,-0.0546875
2016-08,KE,-0.0125544,0.17956247,-0.27421543,5.0,-0.0546875
2016-09,KE,-0.00315115,0.1992634,-0.15804357,5.0,-0.0546875
2016-10,KE,-0.00222232,0.21766165,-0.17007013,3.0,-0.0859375
2016-11,KE,-0.00623401,0.22370215,-0.19244612,5.0,-0.0546875
2016-12,KE,0.00038982,0.21907729,-0.16781887,4.0,-0.0703125
2017-01,KE,-0.00191422,0.2028041,-0.18109957,4.0,-0.0703125
2017-02,KE,0.00677343,0.20984789,-0.16581654,4.0,-0.0703125
2017-03,KE,0.00706352,0.14943306,-0.17986447,3.0,-0.0859375
2017-04,KE,0.01484313,0.20606002,-0.16815619,6.0,-0.0390625
2017-05,KE,0.01378226,0.20770944,-0.24389784,7.0,-0.0234375
2017-06,KE,0.02803672,0.18978729,-0.20662816,13.0,0.0703125
2017-07,KE,0.01211382,0.30096657,-0.22401373,7.0,-0.0234375
2017-08,KE,0.00903806,0.352857,-0.2613414,7.0,-0.0234375
2017-09,KE,0.01585097,0.40447472,-0.15731944,9.0,0.0078125
2017-10,KE,0.01526945,0.38572854,-0.17170599,10.0,0.0234375
2017-11,KE,0.02289799,0.392072,-0.16312283,12.0,0.0546875
2017-12,KE,0.01120145,0.38818477,-0.18966387,8.0,-0.0078125
2018-01,KE,0.0139426,0.22413302,-0.18609588,9.0,0.0078125
2018-02,KE,0.01538061,0.27915943,-0.16270359,9.0,0.0078125
2018-03,KE,0.00961133,0.20484835,-0.24263831,8.0,-0.0078125
2018-04,KE,0.01146154,0.25353695,-0.21908141,8.0,-0.0078125
2018-05,KE,0.02341624,0.26449289,-0.19182633,11.0,0.0390625
2018-06,KE,0.01316461,0.25943081,-0.21458324,8.0,-0.0078125
2018-07,KE,0.02846092,0.35770266,-0.19531564,12.0,0.0546875
2018-08,KE,0.03019419,0.37760849,-0.22568643,13.0,0.0703125
2018-09,KE,0.01551427,0.37162707,-0.18617693,8.0,-0.0078125
2018-10,KE,0.01597534,0.37504004,-0.19869234,7.0,-0.0234375
2018-11,KE,0.03494841,0.32267091,-0.1131101,12.0,0.0546875
2018-12,KE,0.00842944,0.31326759,-0.14523695,4.0,-0.0703125
2019-01,KE,0.01273878,0.26177771,-0.11586593,7.0,-0.0234375
2019-02,KE,0.02027752,0.13701022,-0.04733388,9.0,0.0078125
2019-03,KE,0.01949567,0.18242198,-0.11058261,8.0,-0.0078125
2019-04,KE,0.01362264,0.16705707,-0.12298451,8.0,-0.0078125
2019-05,KE,0.00548209,0.18939681,-0.14226143,6.0,-0.0390625
2019-06,KE,0.01203853,0.41347285,-0.12700659,7.0,-0.0234375
2019-07,KE,0.02253791,0.4135007,-0.1650828,10.0,0.0234375
2019-08,KE,0.02222363,0.40852638,-0.19671503,9.0,0.0078125
2019-09,KE,0.01340394,0.40194351,-0.12614618,6.0,-0.0390625
2019-10,KE,0.01857161,0.40850096,-0.1177824,8.0,-0.0078125
2019-11,KE,0.00819959,0.37363481,-0.07477117,7.0,-0.0234375
2019-12,KE,0.02129632,0.20942186,-0.09916442,10.0,0.0234375
2020-01,KE,0.01829828,0.20911801,-0.08792893,9.0,0.0078125
2020-02,KE,0.00453187,0.21085479,-0.10160196,5.0,-0.0546875
2020-03,KE,0.02815541,0.13894414,-0.0784295,10.0,0.0234375
2020-04,KE,0.03140439,0.21079132,-0.07097079,8.0,-0.0078125
2020-05,KE,0.05249718,0.21872625,-0.08082942,11.0,0.0390625
2020-06,KE,0.04567211,0.21392394,-0.10553591,9.0,0.0078125
